doc	line	kind	token	refs	context
Philippians/book-overview-philippians.md	250	translit	Phrourēsei	Phil 4:7	- **4:7 is a promise, not a wish.** *Phrourēsei* is a **future indicative**
Philippians/book-overview-philippians.md	251	translit	synathleō	Phil 1:27=4:1;Phil 4:3;Phil 1:27;Phil 4:2	ESV at 4:3 flags the *synathleō* link to 1:27 only in the margin.)* `[S: §1:27–4:1 and §4:2–20 runs]`
Philippians/book-overview-philippians.md	259	translit	stēkete	Phil 1:27	1:27 "stand firm (*stēkete*)… striving side by side (*synathlountes*)"
Philippians/book-overview-philippians.md	259	translit	synathleō	Phil 1:27	*synathleō* is NT-only-here-and-1:27
Philippians/book-overview-philippians.md	260	translit	phroneō	Phil 2:2;Phil 2:5	2:2 / 2:5 "be of the same mind (*phroneō*)"
Philippians/book-overview-philippians.md	261	translit	morphē	Phil 2:6-8	2:6–8 *morphē / schēma / etapeinōsen* (Christ's descent–humbling)
Philippians/book-overview-philippians.md	261	translit	schēma	Phil 2:6-8	2:6–8 *morphē / schēma / etapeinōsen* (Christ's descent–humbling)
Philippians/book-overview-philippians.md	261	translit	etapeinōsen	Phil 2:6-8	2:6–8 *morphē / schēma / etapeinōsen* (Christ's descent–humbling)
Philippians/book-overview-philippians.md	263	translit	diōkōn	Phil 3:6	3:6 "as to zeal, a persecutor (*diōkōn*)"
Philippians/book-overview-philippians.md	263	translit	diōkō	Phil 3:12	3:12, 14 "I press on (*diōkō*)"
Philippians/book-overview-philippians.md	269	translit	prokopē	Phil 1:12	1:12, 25 the gospel's / the church's *advance* (*prokopē*)
Philippians/book-overview-philippians.md	271	translit	kauchēma	Phil 1:26	1:26 "your *boasting* (*kauchēma*)"
Philippians/book-overview-philippians.md	271	translit	kauchēma	Phil 2:16	2:16 "so that I may be *proud* (*kauchēma*) at the day of Christ"
Philippians/book-overview-philippians.md	272	translit	heautōn	Phil 2:4	2:4 "look… to the interests of others (*ta heautōn*)"
Philippians/book-overview-philippians.md	272	translit	heautōn	Phil 2:21	2:21 "they all seek *their own* interests (*ta heautōn*)"
Philippians/book-overview-philippians.md	283	translit	pepoithōs	Phil 1:6	1:6 *pepoithōs* ("I am sure of this")
Philippians/book-overview-philippians.md	283	translit	pepoithōs	Phil 1:25	1:25 *pepoithōs* ("convinced of this, I know")
Philippians/book-overview-philippians.md	284	translit	pepoithōs	Phil 1:6;Phil 1:25	1:6 / 1:25 *pepoithōs*
Philippians/book-overview-philippians.md	284	translit	pepoithēsin	Phil 3:3-4	3:3–4 *pepoithotes / pepoithēsin* ("no confidence in the flesh")
Philippians/book-overview-philippians.md	286	translit	echaristhē	Phil 1:29	1:29 *echaristhē* ("it has been **granted**… to suffer")
Philippians/book-overview-philippians.md	290	translit	kerdē	Phil 3:7-8	3:7–8 (*kerdē / kerdēsō*)
Philippians/book-overview-philippians.md	290	translit	kerdēsō	Phil 3:7-8	3:7–8 (*kerdē / kerdēsō*)
Philippians/book-overview-philippians.md	297	translit	apōleia	Phil 1:28	1:28 *apōleia* / *sōtēria* "from God"
Philippians/book-overview-philippians.md	297	translit	sōtēria	Phil 1:28	1:28 *apōleia* / *sōtēria* "from God"
Philippians/book-overview-philippians.md	297	translit	apōleia	Phil 3:19	3:19 *apōleia*
Philippians/book-overview-philippians.md	297	translit	sōtēr	Phil 3:20	3:20 *sōtēr* from heaven
Philippians/book-overview-philippians.md	299	translit	hēgeomai	Phil 2:3;Phil 2:6	2:3 *hēgeomai* (commanded) → 2:6 (Christ)
Philippians/book-overview-philippians.md	301	translit	teteleiōmai	Phil 3:12	3:12 *teteleiōmai* ("am already complete")
Philippians/book-overview-philippians.md	308	translit	merimnēsei	Phil 2:20	2:20 *merimnēsei* (Timothy's godly concern, commended)
Philippians/book-overview-philippians.md	310	translit	phroneō	Phil 2:2;Phil 2:5;Phil 4:2	2:2 / 2:5 / 4:2 *phroneō*
Philippians/book-overview-philippians.md	314	translit	plērōsei	Phil 4:19	4:19 (*plērōsei*)
Philippians/book-overview-philippians.md	326	translit	phroneō	Phil 3:7-8	the letter is the hymn in different keys (*phroneō / hēgeomai / morphē* radiate to 3:7–8, 3:10, 3:21, 2:12–18, 2:19–30, 4:2)
Philippians/book-overview-philippians.md	326	translit	hēgeomai	Phil 3:7-8	the letter is the hymn in different keys (*phroneō / hēgeomai / morphē* radiate to 3:7–8, 3:10, 3:21, 2:12–18, 2:19–30, 4:2)
Philippians/book-overview-philippians.md	326	translit	morphē	Phil 3:7-8	the letter is the hymn in different keys (*phroneō / hēgeomai / morphē* radiate to 3:7–8, 3:10, 3:21, 2:12–18, 2:19–30, 4:2)
Philippians/book-overview-philippians.md	327	translit	stēkete	Phil 4:3	*stēkete* bookend + *synathleō* (NT-only-here-and-4:3) + *to auto phronein* cashed out on two women
Philippians/book-overview-philippians.md	327	translit	synathleō	Phil 4:3	*stēkete* bookend + *synathleō* (NT-only-here-and-4:3) + *to auto phronein* cashed out on two women
Philippians/book-overview-philippians.md	336	translit	pepoithōs	Phil 1:6;Phil 1:25;Phil 1:7;Phil 1:16	*pepoithōs* (1:6/1:25) + *apologia* (1:7/1:16)
Philippians/book-overview-philippians.md	336	translit	stēkete	Phil 1:27	*stēkete* (1:27/4:1) + *synathleō* (1:27/4:3) + *apōleia* (1:28/3:19)
Philippians/book-overview-philippians.md	336	translit	synathleō	Phil 1:27	*stēkete* (1:27/4:1) + *synathleō* (1:27/4:3) + *apōleia* (1:28/3:19)
Philippians/book-overview-philippians.md	336	translit	apōleia	Phil 1:28	*stēkete* (1:27/4:1) + *synathleō* (1:27/4:3) + *apōleia* (1:28/3:19)
Philippians/book-overview-philippians.md	336	translit	manthanō	Phil 4:9	*manthanō* (4:9/4:11) + *phroneō* (4:2/4:10)
Philippians/book-overview-philippians.md	336	translit	phroneō	Phil 4:2	*manthanō* (4:9/4:11) + *phroneō* (4:2/4:10)
Philippians/book-overview-philippians.md	377	translit	megalynō	Phil 1:20;Ps 34:3-5	*megalynō* at 1:20 sourced to TDNT and to Meyer's link with Psalm 34:3–5
Philippians/book-overview-philippians.md	377	translit	gnōrizō	Phil 1:22	*gnōrizō* at 1:22 mapped as a divided field, with EDNT supporting the ESV's "I cannot tell" against Robertson and Martin
Philippians/book-overview-philippians.md	390	translit	gnōrizō	Phil 1:22	The one live challenge is Martin on *gnōrizō* at 1:22
Philippians/philippians-dig-deeper-macro-synthesis.md	7	translit	megalynthēsetai	Phil 1:20	The effect here is small but real: **macro-argument 10's role-transfer** gains its earliest instance with a source behind it (*megalynthēsetai*, 1:20
Philippians/philippians-dig-deeper-macro-synthesis.md	11	grk	ἡγέομαι	Phil 2:6	which turns out to *reinforce* macro-argument 1, since the idiom is **ἡγέομαι + ἁρπαγμός**, not *harpagmos* alone, so 2:6 sits inside the letter's accounting thread by construction and not merely by shared vocabulary
Philippians/philippians-dig-deeper-macro-synthesis.md	11	grk	ἁρπαγμός	Phil 2:6	which turns out to *reinforce* macro-argument 1, since the idiom is **ἡγέομαι + ἁρπαγμός**, not *harpagmos* alone, so 2:6 sits inside the letter's accounting thread by construction and not merely by shared vocabulary
Philippians/philippians-dig-deeper-macro-synthesis.md	31	translit	hēgeomai	Phil 1:27	chiefly the *hēgeomai* spine, the *apōleia* lexical warrant for the two-fronts argument, the no-imperative-until-1:27 observation, the ledger's opening entry at 1:21, the *tel-* root pair (1:6/3:12), and a characterisation of *what* the letter's OT uses do.
Philippians/philippians-dig-deeper-macro-synthesis.md	31	translit	apōleia	Phil 1:27	chiefly the *hēgeomai* spine, the *apōleia* lexical warrant for the two-fronts argument, the no-imperative-until-1:27 observation, the ledger's opening entry at 1:21, the *tel-* root pair (1:6/3:12), and a characterisation of *what* the letter's OT uses do.
Philippians/philippians-dig-deeper-macro-synthesis.md	50	translit	Christō	Phil 2:5	*touto phroneite… ho kai en Christō* (2:5)
Philippians/philippians-dig-deeper-macro-synthesis.md	50	translit	tapeinophrosynē	Phil 2:3	and the command's noun *tapeinophrosynē* (2:3) becomes Christ's verb *etapeinōsen heauton* (2:8)
Philippians/philippians-dig-deeper-macro-synthesis.md	50	translit	etapeinōsen	Phil 2:8	and the command's noun *tapeinophrosynē* (2:3) becomes Christ's verb *etapeinōsen heauton* (2:8)
Philippians/philippians-dig-deeper-macro-synthesis.md	51	translit	hēgeomai	Phil 2:6;Phil 3:7-8	- Paul *enacts* it: as Christ "did not *count* (*hēgeomai*) equality a thing to grasp" (2:6), Paul "*counts* everything loss" (3:7–8, *hēgeomai* ×3)
Philippians/philippians-dig-deeper-macro-synthesis.md	52	translit	morphē	Phil 2:6-8	- The disciple *recapitulates* it: the *morphē / schēma / tapeinoō* chain of 2:6–8 is stamped on the believer
Philippians/philippians-dig-deeper-macro-synthesis.md	52	translit	schēma	Phil 2:6-8	- The disciple *recapitulates* it: the *morphē / schēma / tapeinoō* chain of 2:6–8 is stamped on the believer
Philippians/philippians-dig-deeper-macro-synthesis.md	52	translit	tapeinoō	Phil 2:6-8	- The disciple *recapitulates* it: the *morphē / schēma / tapeinoō* chain of 2:6–8 is stamped on the believer
Philippians/philippians-dig-deeper-macro-synthesis.md	52	translit	tapeinōseōs	Phil 3:10	"*conformed* (*symmorphizomenos*) to his death" (3:10), "our *lowly* (*tapeinōseōs*) body… *re-fashioned* (*metaschēmatisei*)… *conformed* (*symmorphon*)" (3:21)
Philippians/philippians-dig-deeper-macro-synthesis.md	52	translit	metaschēmatisei	Phil 3:21	"*conformed* (*symmorphizomenos*) to his death" (3:10), "our *lowly* (*tapeinōseōs*) body… *re-fashioned* (*metaschēmatisei*)… *conformed* (*symmorphon*)" (3:21)
Philippians/philippians-dig-deeper-macro-synthesis.md	54	translit	heautōn	Phil 2:4	- Two servants *embody* it: v.21's "they all seek *their own interests* (*ta heautōn*)" is the verbatim anti-type of 2:4
Philippians/philippians-dig-deeper-macro-synthesis.md	56	grk	ἡγέομαι	Phil 2:6	the spine's second member is an *idiom*, not a coincidence of vocabulary.** Hoover's study, which Silva judges to have "settled this particular question", shows that the sense at 2:6 lies in the combination **ἡγέομαι + ἁρπαγμός**, denoting something already at
Philippians/philippians-dig-deeper-macro-synthesis.md	56	grk	ἁρπαγμός	Phil 2:6	the spine's second member is an *idiom*, not a coincidence of vocabulary.** Hoover's study, which Silva judges to have "settled this particular question", shows that the sense at 2:6 lies in the combination **ἡγέομαι + ἁρπαγμός**, denoting something already at
Philippians/philippians-dig-deeper-macro-synthesis.md	56	translit	heautōn	Phil 2:4	the verb is constitutive of the clause's meaning, and what Christ declines to do is precisely what 2:4 forbids the church: to reckon an advantage as *ta heautōn*, a thing for oneself
Philippians/philippians-dig-deeper-macro-synthesis.md	57	translit	hēgeomai	Phil 2:3;Phil 2:6;Phil 2:25;Phil 3:7;Phil 3:8	the *hēgeomai* spine is six occurrences, not two.** The section reading shows the accounting verb running the whole thesis section: **commanded** of the church (2:3, "count others more significant"), **performed** by Christ (2:6), used of Paul's own *pastoral*
Philippians/philippians-dig-deeper-macro-synthesis.md	59	translit	Phroneō	Phil 4:10	the gift is an act of the same mind.** *Phroneō* occurs twice at 4:10 of the Philippians' financial care ("you have revived your **concern**… you were indeed **concerned**")
Philippians/philippians-dig-deeper-macro-synthesis.md	72	translit	stēkete	Phil 1:27;Phil 4:1	- *stēkete* ("stand firm") frames the body as a **bookend**: 1:27 ↔ 4:1
Philippians/philippians-dig-deeper-macro-synthesis.md	73	translit	synathleō	Phil 4:3	- *synathleō* ("strive side by side") is **NT-only here and at 4:3**
Philippians/philippians-dig-deeper-macro-synthesis.md	74	translit	psychē	Phil 1:27;Phil 2:2;Phil 4:2	- *mia psychē* / *to auto phronein* ("one mind" / "think the same thing") runs 1:27 → 2:2 → 4:2
Philippians/philippians-dig-deeper-macro-synthesis.md	112	translit	Phrourēsei	Phil 4:7	the application section closes every panel on a divine future indicative.** *Phrourēsei* ("will guard", 4:7), *estai* ("will be with you", 4:9), *plērōsei* ("will supply", 4:19)
Philippians/philippians-dig-deeper-macro-synthesis.md	112	translit	plērōsei	Phil 4:19	the application section closes every panel on a divine future indicative.** *Phrourēsei* ("will guard", 4:7), *estai* ("will be with you", 4:9), *plērōsei* ("will supply", 4:19)
Philippians/philippians-dig-deeper-macro-synthesis.md	125	translit	koinōnia	Phil 1:5	- *koinōnia* with a commercial edge: 1:5
Philippians/philippians-dig-deeper-macro-synthesis.md	126	translit	apechō	Phil 4:15-18	"*fruit to your account*… *paid in full* (*apechō*)" (4:15–18)
Philippians/philippians-dig-deeper-macro-synthesis.md	214	translit	megalynthēsetai	Phil 1:20;Ps 34:3-5	*megalynthēsetai* at **1:20**, the Psalter's verb for magnifying **the LORD**, where TDNT confirms the LXX usage and Meyer reads Paul as drawing on Psalm 34:3–5, "O *magnify* the LORD with me")
Philippians/philippians-dig-deeper-macro-synthesis.md	235	translit	stēkete	Phil 1:27=4:1;Phil 1:27;Phil 4:1	- **Thesis (1:27–4:1):** *stēkete* (1:27 ↔ 4:1)
Philippians/philippians-dig-deeper-macro-synthesis.md	235	translit	synathleō	Phil 1:27;Phil 4:3	*synathleō*, NT-only at 1:27 and 4:3
Philippians/philippians-dig-deeper-macro-synthesis.md	235	translit	apōleia	Phil 1:28;Phil 3:19	*apōleia*, the letter's only two occurrences, at 1:28 and 3:19
Philippians/philippians-dig-deeper-macro-synthesis.md	236	translit	manthanō	Phil 4:2;Phil 4:9;Phil 4:11	- **Application (4:2–20):** *manthanō* at 4:9 and 4:11
Philippians/philippians-dig-deeper-macro-synthesis.md	236	translit	kyriō	Phil 4:4	*chairete en kyriō* (4:4) → *echarēn en kyriō* (4:10)
Philippians/philippians-dig-deeper-macro-synthesis.md	236	translit	echarēn	Phil 4:10	*chairete en kyriō* (4:4) → *echarēn en kyriō* (4:10)
Philippians/philippians-dig-deeper-macro-synthesis.md	236	translit	phroneō	Phil 4:2;Phil 4:10	*phroneō* at 4:2 and twice at 4:10
Philippians/philippians-dig-deeper-macro-synthesis.md	239	translit	synathleō	Phil 1:27	*synathleō* NT-only at 1:27 and 4:3, *apōleia* in this letter only at 1:28 and 3:19, *apologia* only at 1:7 and 1:16, *sōma* only at 1:20 and 3:21
Philippians/philippians-dig-deeper-macro-synthesis.md	239	translit	apōleia	Phil 1:28	*synathleō* NT-only at 1:27 and 4:3, *apōleia* in this letter only at 1:28 and 3:19, *apologia* only at 1:7 and 1:16, *sōma* only at 1:20 and 3:21
Philippians/philippians-dig-deeper-macro-synthesis.md	239	translit	sōma	Phil 1:20	*synathleō* NT-only at 1:27 and 4:3, *apōleia* in this letter only at 1:28 and 3:19, *apologia* only at 1:7 and 1:16, *sōma* only at 1:20 and 3:21
Philippians/philippians-dig-deeper-macro-synthesis.md	254	translit	synathleō	Phil 4:1;Phil 4:2-3;Phil 4:9;Phil 1:30	- **The thesis refuses to finish as a generality.** Its argument closes at 4:1, but its vocabulary is not discharged until two named women at 4:2–3 (*synathleō*, *to auto phronein*) and Paul's own visible example at 4:9 (*eidete en emoi*, answering 1:30)
Philippians/philippians-dig-deeper-macro-synthesis.md	255	translit	koinōnia	Phil 4:10;Phil 4:14;Phil 4:18	so the gift arrives *after* the theology that can classify it, and is received as *koinōnia*, as an act of the mind of Christ (4:10), as a share in affliction (4:14) and as a sacrifice God accepts (4:18), rather than as a transaction
Philippians/philippians-dig-deeper-macro-synthesis.md	270	translit	merimnaō	Phil 2:20;Phil 2:28	*merimnaō* occurs at 2:20 and 2:28
Philippians/philippians-dig-deeper-macro-synthesis.md	273	translit	hēgeomai	Phil 3:7	*hēgeomai* at 3:7 parsed as **aorist**
Philippians/philippians-dig-deeper-macro-synthesis.md	273	grk	ἡγοῦμαι	Phil 3:8	ἡγοῦμαι at 3:8 is present (customary)
Philippians/philippians-dig-deeper-macro-synthesis.md	277	grk	ἀπόστολος	Rom 1:1	Verification refines rather than overturns it: 1–2 Thessalonians and Philemon also omit ἀπόστολος, and Rom 1:1 pairs *doulos* **with** it
Proverbs/book-overview-proverbs.md	127	translit	qānâ	John 1:1-3	John 1:1–3), and the early fathers "almost unanimously affirmed the equation of the wisdom of Proverbs 8 and the *logos* of John 1." `[S: Stallard]` But 8:22–31 is a *personification of an attribute within a poem*, and reading it flat as a christophany produce
Proverbs/book-overview-proverbs.md	127	translit	ʾāmôn	Prov 8:30	Faithlife Study Bible]` *ʾāmôn* in 8:30 is equally uncertain ("master workman"
Proverbs/book-overview-proverbs.md	230	translit	bəʿênāyw	Prov 3:7;Prov 12:15	and that is where its anti-moralism is built in.** *bəʿênāyw*, "in his own eyes", is **forbidden in the second person at 3:7** and then **described in the third person eight times**: 12:15
Proverbs/book-overview-proverbs.md	231	translit	tôrat	Prov 1:8	*tôrat ʾimmekā* (1:8)→31:1→*tôrat-ḥesed* (31:26)
Proverbs/book-overview-proverbs.md	231	translit	ʾimmekā	Prov 1:8	*tôrat ʾimmekā* (1:8)→31:1→*tôrat-ḥesed* (31:26)
Proverbs/book-overview-proverbs.md	231	translit	ḥesed	Prov 31:26	*tôrat ʾimmekā* (1:8)→31:1→*tôrat-ḥesed* (31:26)
Proverbs/book-overview-proverbs.md	231	translit	mĕzimmâ	Prov 1:4	*mĕzimmâ* (1:4)→*zāmĕmâ* (31:16)
Proverbs/book-overview-proverbs.md	231	translit	zāmĕmâ	Prov 31:16	*mĕzimmâ* (1:4)→*zāmĕmâ* (31:16)
Proverbs/book-overview-proverbs.md	232	translit	yād	Prov 30:32	**Speech runs from restraint to the opened mouth, and the turn is marked.** *yād lə-peh*, "hand on your mouth" (30:32)
Proverbs/book-overview-proverbs.md	232	translit	pətaḥ	Prov 31:8-9	*pətaḥ pîkā* ×2 (31:8–9)
Proverbs/book-overview-proverbs.md	232	translit	pîkā	Prov 31:8-9	*pətaḥ pîkā* ×2 (31:8–9)
Proverbs/book-overview-proverbs.md	232	translit	pîhā	Prov 31:26	*pîhā pātəḥâ* (31:26)
Proverbs/book-overview-proverbs.md	232	translit	pātəḥâ	Prov 31:26	*pîhā pātəḥâ* (31:26)
Proverbs/book-overview-proverbs.md	233	translit	šōmēr	Prov 29:18	28:4∥29:18's *šōmēr tôrâ* envelope
Proverbs/book-overview-proverbs.md	233	translit	tôrâ	Prov 29:18	28:4∥29:18's *šōmēr tôrâ* envelope
Proverbs/book-overview-proverbs.md	233	heb	צרף	Prov 30:5-6;Ps 18:31;Deut 4:2;Deut 17:3	**30:5–6 quotes Ps 18:31 + Deut 4:2.** √צרף (17:3
Proverbs/book-overview-proverbs.md	264	translit	yirʾat	Prov 31:30	**A lemma search has now confirmed that 31:30 carries the construct phrase *yirʾat YHWH* itself**
Proverbs/book-overview-proverbs.md	264	translit	yārēʾ	Prov 14:2;Prov 31:30	(The lemma *yārēʾ* with YHWH returns exactly two verses in Proverbs: 14:2 and 31:30.)
Proverbs/book-overview-proverbs.md	321	translit	tôrâ	Prov 28:4;Prov 28:5	The silence ends on a paragraph break: *tôrâ* twice at 28:4, *petuchah*, then the LORD at 28:5.
Proverbs/dig-deeper-proverbs-1-1to7.md	43	translit	mĕzimmâ	Prov 12:2;Prov 14:17;Prov 24:8	*mĕzimmâ* (v.4, "discretion") is the noun rendered "evil devices" at 12:2, "a man of evil devices" at 14:17, and "the devising of folly" at 24:8
Proverbs/dig-deeper-proverbs-1-1to7.md	210	translit	ʿārûm	Gen 3:1;Gen 1:4	the passage's sharpest lexical point.** The noun shares its root with the adjective *ʿārûm*, used in Genesis 3:1 of the serpent: "Now the serpent was more *crafty* than any other beast of the field." `[T]` *The root-identity is secure.* Within Proverbs the nou
Proverbs/dig-deeper-proverbs-1-1to7.md	210	translit	ʿārûm	Prov 12:16	and *ʿārûm* of the prudent man at 12:16, 23
Proverbs/dig-deeper-proverbs-1-1to7.md	220	translit	pethî	Prov 14:15	The *pethî* is persuadable: 14:15, "the simple believes everything"
Proverbs/dig-deeper-proverbs-1-1to7.md	222	translit	Naʿar	Judg 13:5;1Sam 2:11;Gen 22:5	*Naʿar* covers an unusually wide range across the Old Testament: an unborn or infant child (Judg 13:5), a boy (1 Sam 2:11), a young man, a servant or retainer (Gen 22:5
Proverbs/dig-deeper-proverbs-1-1to7.md	224	translit	pethî	Exod 2:6	> **Waltke gives the range with its legal markers, 22 August** `[S]`: the term "places the morally brainless *pethî* in an age group that extends from **infancy** (Exod 2:6
Proverbs/dig-deeper-proverbs-1-1to7.md	230	translit	ʾiššâ	Prov 31:30	plus verbal forms, and **a fifteenth at 31:30 if the attributive use (*ʾiššâ yirʾat-YHWH*) is counted.** `[T]` *Confirmed 21 August
Proverbs/dig-deeper-proverbs-1-1to7.md	230	translit	yirʾat	Prov 31:30	plus verbal forms, and **a fifteenth at 31:30 if the attributive use (*ʾiššâ yirʾat-YHWH*) is counted.** `[T]` *Confirmed 21 August
Proverbs/dig-deeper-proverbs-1-1to7.md	230	translit	Yārēʾ	Prov 10:1=24:34;Prov 28:1=29:27	machine-checked for 10:1–24:34 and 28:1–29:27.* *Yārēʾ* covers both terror and reverence
Proverbs/dig-deeper-proverbs-1-1to7.md	232	translit	rēʾšît	Num 18:12	the *best* of something (Num 18:12, the *rēʾšît* of the oil and wine as the firstfruits offering
Proverbs/dig-deeper-proverbs-1-1to7.md	232	translit	rēʾšît	Amos 6:6	Amos 6:6, those who anoint themselves with the *rēʾšît* of oils)
Proverbs/dig-deeper-proverbs-1-1to7.md	232	translit	tĕḥillat	Prov 9:10	`[T]` *High on the range.* Note that 9:10 uses a different noun, *tĕḥillat*, which is unambiguously temporal, while 1:7's *rēʾšît* is not
Proverbs/dig-deeper-proverbs-1-1to7.md	232	translit	rēʾšît	Prov 1:7	`[T]` *High on the range.* Note that 9:10 uses a different noun, *tĕḥillat*, which is unambiguously temporal, while 1:7's *rēʾšît* is not
Proverbs/dig-deeper-proverbs-1-1to7.md	283	translit	daʿat	Prov 9:10	it doubles it.** I wrote that the LXX "assimilates 1:7 to 9:10", substituting *sophia* for the Hebrew *daʿat*, and used that as mild evidence against making much of the *rēʾšît* / *tĕḥillat* variation
Proverbs/dig-deeper-proverbs-1-1to7.md	283	translit	rēʾšît	Prov 9:10	it doubles it.** I wrote that the LXX "assimilates 1:7 to 9:10", substituting *sophia* for the Hebrew *daʿat*, and used that as mild evidence against making much of the *rēʾšît* / *tĕḥillat* variation
Proverbs/dig-deeper-proverbs-1-1to7.md	283	translit	tĕḥillat	Prov 9:10	it doubles it.** I wrote that the LXX "assimilates 1:7 to 9:10", substituting *sophia* for the Hebrew *daʿat*, and used that as mild evidence against making much of the *rēʾšît* / *tĕḥillat* variation
Proverbs/dig-deeper-proverbs-1-1to7.md	330	translit	yirʾat	Job 28:28	**Independent candidate-finding (run before testing any named candidate).** Taking the passage's own distinctive vocabulary: *yirʾat YHWH* + *rēʾšît* + *daʿat* (v.7) sends one to Job 28:28, Ps 111:10 and Prov 9:10
Proverbs/dig-deeper-proverbs-1-1to7.md	330	translit	rēʾšît	Job 28:28	**Independent candidate-finding (run before testing any named candidate).** Taking the passage's own distinctive vocabulary: *yirʾat YHWH* + *rēʾšît* + *daʿat* (v.7) sends one to Job 28:28, Ps 111:10 and Prov 9:10
Proverbs/dig-deeper-proverbs-1-1to7.md	330	translit	daʿat	Job 28:28	**Independent candidate-finding (run before testing any named candidate).** Taking the passage's own distinctive vocabulary: *yirʾat YHWH* + *rēʾšît* + *daʿat* (v.7) sends one to Job 28:28, Ps 111:10 and Prov 9:10
Proverbs/dig-deeper-proverbs-1-1to7.md	330	translit	ḥokmâ	Deut 4:6	*ḥokmâ* + *bînâ* as a pair (v.2) sends one to Deut 4:6 and Isa 11:2
Proverbs/dig-deeper-proverbs-1-1to7.md	330	translit	bînâ	Deut 4:6	*ḥokmâ* + *bînâ* as a pair (v.2) sends one to Deut 4:6 and Isa 11:2
Proverbs/dig-deeper-proverbs-1-1to7.md	330	translit	ʿormâ	Gen 3:1	*ʿormâ* (v.4) sends one to Gen 3:1
Proverbs/dig-deeper-proverbs-1-1to7.md	330	translit	ḥîdâ	1Kgs 10:1;Ps 78:2	*ḥîdâ* (v.6) sends one to Judg 14, 1 Kgs 10:1 and Ps 78:2
Proverbs/dig-deeper-proverbs-1-1to7.md	350	translit	ʿārûm	Gen 3:1	*Source context.* Genesis 3:1 introduces the serpent with a single adjective, *ʿārûm*, and immediately demonstrates what it means: a question that is not quite a lie ("Did God actually say…?"), an appeal to the woman's judgement, and an outcome in which the co
Proverbs/dig-deeper-proverbs-1-1to7.md	350	translit	ʿărummîm	Gen 3:1	*Source context.* Genesis 3:1 introduces the serpent with a single adjective, *ʿārûm*, and immediately demonstrates what it means: a question that is not quite a lie ("Did God actually say…?"), an appeal to the woman's judgement, and an outcome in which the co
Proverbs/dig-deeper-proverbs-1-1to7.md	352	translit	ʿārûm	Prov 12:16	the adjective *ʿārûm* then recurs positively at least seven times (12:16, 23
Proverbs/dig-deeper-proverbs-1-1to7.md	356	translit	pethî	Prov 1:4	Proverbs 1:4 proposes to close that gap by giving the *pethî* the *ʿormâ*
Proverbs/dig-deeper-proverbs-1-1to7.md	356	translit	ʿormâ	Prov 1:4	Proverbs 1:4 proposes to close that gap by giving the *pethî* the *ʿormâ*
Proverbs/dig-deeper-proverbs-1-1to7.md	382	translit	ḥokmâ	Prov 31:30	*ḥokmâ* for *daʿat*), and → **31:30**, where it lands in verbal form on a woman actually praised for it
Proverbs/dig-deeper-proverbs-1-1to7.md	382	translit	daʿat	Prov 31:30	*ḥokmâ* for *daʿat*), and → **31:30**, where it lands in verbal form on a woman actually praised for it
Proverbs/dig-deeper-proverbs-1-1to7.md	490	translit	ʿārûm	Gen 3:1	shares its root with *ʿārûm*, Gen 3:1
Proverbs/dig-deeper-proverbs-1-1to7.md	497	translit	tĕḥillat	Prov 9:10	9:10 uses *tĕḥillat*, unambiguously temporal
Proverbs/dig-deeper-proverbs-1-1to7.md	511	translit	ʿOrmâ	Gen 3:1	- ***ʿOrmâ* (v.4) and *ʿārûm* (Gen 3:1)**
Proverbs/dig-deeper-proverbs-1-1to7.md	511	translit	ʿārûm	Gen 3:1	- ***ʿOrmâ* (v.4) and *ʿārûm* (Gen 3:1)**
Proverbs/dig-deeper-proverbs-1-1to7.md	513	translit	Mĕlîṣâ	Prov 1:22	- ***Mĕlîṣâ*** (v.6, "a saying") and ***lēṣ*** (the scoffer, 1:22
Proverbs/dig-deeper-proverbs-1-1to7.md	513	translit	lēṣ	Prov 1:22	- ***Mĕlîṣâ*** (v.6, "a saying") and ***lēṣ*** (the scoffer, 1:22
Proverbs/dig-deeper-proverbs-1-1to7.md	513	translit	lyṣ	Prov 9:7-8	9:7–8) share the root *lyṣ*
Proverbs/dig-deeper-proverbs-1-1to7.md	532	translit	Rēʾšît	Prov 1:7	- *Rēʾšît* vs *tĕḥillat* (1:7 vs 9:10): verify that the nouns differ and that the difference is not merely stylistic.
Proverbs/dig-deeper-proverbs-1-1to7.md	532	translit	tĕḥillat	Prov 1:7	- *Rēʾšît* vs *tĕḥillat* (1:7 vs 9:10): verify that the nouns differ and that the difference is not merely stylistic.
Proverbs/dig-deeper-proverbs-1-1to7.md	535	translit	lāmed	Prov 1:3	the missing *lāmed* at 1:3b
Proverbs/dig-deeper-proverbs-1-1to7.md	549	translit	daʿat	Prov 9:10	The Hebrew's distinction between 1:7 (*daʿat*) and 9:10 (*ḥokmâ*) is the reading preached here, and it is the reading the ESV gives.
Proverbs/dig-deeper-proverbs-1-1to7.md	549	translit	ḥokmâ	Prov 9:10	The Hebrew's distinction between 1:7 (*daʿat*) and 9:10 (*ḥokmâ*) is the reading preached here, and it is the reading the ESV gives.
Proverbs/dig-deeper-proverbs-1-1to7.md	598	translit	pethî	Prov 1:32	the *pethî* either gets discernment or gets destroyed (1:32)
